ClientIP,URL,TimeStamp,IsUrlBlocked
127.0.0.1,http://unipune.ac.in/newsevent/PressRelease.aspx,2023-10-27 23:14:42.672559,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/new/pressrelease.jpg,2023-10-27 23:14:42.691553,False
127.0.0.1,http://www.unipune.ac.in/Research,2023-10-27 23:14:42.677546,False
127.0.0.1,http://unipune.ac.in/newsevent/default.aspx,2023-10-27 23:14:42.677546,False
127.0.0.1,http://www.unipune.ac.in/online_visitors.asp,2023-10-27 23:14:42.688560,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/new/news.gif,2023-10-27 23:14:42.791950,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/hbs1.png,2023-10-27 23:14:42.791950,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/bcudonline2.png,2023-10-27 23:14:42.822036,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/alumniassocation.png,2023-10-27 23:14:42.842194,False
127.0.0.1,http://design14.volusion.com/v/proofs/Hack_Day_CSS3/images/arrow_right.png,2023-10-27 23:14:42.872132,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/DigiLocker.png,2023-10-27 23:14:42.938981,False
127.0.0.1,http://unipune.ac.in/newsevent/hyper.css,2023-10-27 23:14:43.004072,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/ARIIA.png,2023-10-27 23:14:42.981046,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/NIRF.jpg,2023-10-27 23:14:43.067317,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/events.png,2023-10-27 23:14:43.153481,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/rti.png,2023-10-27 23:14:43.161825,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/uop-vision.png,2023-10-27 23:14:43.245142,False
127.0.0.1,http://unipune.ac.in/newsevent/hyper.css,2023-10-27 23:14:43.245142,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/Rusa1.png,2023-10-27 23:14:43.285554,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/viewrss.png,2023-10-27 23:14:43.275357,False
127.0.0.1,http://www.unipune.ac.in/uop_files/the-rank.png,2023-10-27 23:14:43.298700,False
127.0.0.1,http://www.unipune.ac.in/uop_files/the-rank-three.png,2023-10-27 23:14:43.372809,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/DST_Purse.png,2023-10-27 23:14:43.407737,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/glodenwords.gif,2023-10-27 23:14:43.429356,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/collegesearch.png,2023-10-27 23:14:43.541712,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/webmail.png,2023-10-27 23:14:43.541712,False
127.0.0.1,http://www.unipune.ac.in/Research/CSS/Style.css,2023-10-27 23:14:43.621088,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/1.png,2023-10-27 23:14:43.667639,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/ugc-hrdc.png,2023-10-27 23:14:43.767536,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/sanad.png,2023-10-27 23:14:43.753634,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/gold.png,2023-10-27 23:14:43.755965,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/sch.png,2023-10-27 23:14:43.767536,False
127.0.0.1,http://www.unipune.ac.in/uop_files/tabimages/Dkbhave.png,2023-10-27 23:14:43.778289,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/Pro_vc_desk.jpg,2023-10-27 23:14:43.948321,False
127.0.0.1,http://www.unipune.ac.in/uop_files/Chancellor_Shri_Ramesh_Bais.jpg,2023-10-27 23:14:43.947324,False
127.0.0.1,http://www.unipune.ac.in/uop_files/uop_new/fromchancellorsdesk.gif,2023-10-27 23:14:43.943336,False
